M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,generation_evaluated,seed,search_stage,scenario,refinement_iteration
41,32,53.713920590862166,1,0.07446113148063127,0.7917785226536219,1312,False,195.23775934792522,0.003472222222222222,0.0,0.9848238714090292,0.8425672594619248,2.500854993160055,0.9575923392612864,0.8166894664842685,5.0,40.0,0.8541666666666666,0.5520833333333334,0.9848238714090292,0.8425672594619247,0.030913456279917526,1.2867635442189183,,19.82806026417,98.238352127472,4.0,92.833388467697,288,731,86400.0,kdtree,False,False,58.26448791681094,False,1.0,20360710.0,main_ga,double,
34,45,55.59585775713751,17,3.17620717980373,6.10225025181042,1530,False,195.17701208390332,0.0,0.0,0.9947607919136653,0.9222193722450225,2.7543177154582765,0.9904240766073875,0.9056087551299594,5.0,20.0,0.90625,0.7638888888888888,0.9947607919136652,0.9222193722450225,0.015593270867040602,1.3791414314652386,,7.957015066042,128.936758755819,5.978507533021,106.818566040818,288,731,86400.0,kdtree,False,False,60.146425083086285,False,1.0,20360710.0,main_ga,double,
51,43,51.24807442640104,0,1.272977988856684,2.832875666993519,2193,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.363134594923242,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.1202692427220944,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,55.798641752349816,False,1.0,20360710.0,main_ga,double,
48,43,54.29048449153531,1,0.0,0.0,2064,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,3.8596813725490193,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,1.9597245572211197,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,58.841051817484086,False,1.0,20360710.0,main_ga,double,
46,46,53.375571299652364,21,3.037951582916083,2.170322554388289,2116,False,93.26958884328926,1.0,0.017361111111111112,1.0000000000000002,0.9943000455996357,4.0638584891320875,1.0000000000000004,0.9849521203830374,0.0,5.0,1.0,0.9305555555555556,1.0000000000000004,0.9943000455996356,0.0,2.0843881520199936,,4.0,73.0,4.0,92.833388467697,288,731,86400.0,kdtree,True,False,57.92613862560114,False,1.0,20360710.0,main_ga,double,
34,45,53.04187012371153,20,4.447685487031816,0.6098321993773785,1530,False,177.06264249886004,0.18055555555555555,0.0,0.9978435172518625,0.9536736206110356,2.9557873537011696,0.9931600547195627,0.9411764705882357,5.0,15.0,0.9583333333333334,0.8159722222222222,0.9978435172518625,0.9536736206110354,0.006317710167224943,1.4987266510357808,,13.892537665106,83.190636600456,4.0,82.916694233848,288,731,86400.0,kdtree,False,False,57.59243744966031,False,1.0,20360710.0,main_ga,double,
60,43,52.78195974980126,21,0.09131589005665319,2.8354577081326533,2580,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,5.006645196838426,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.514619461940826,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,57.332527075750036,False,1.0,20360710.0,main_ga,double,
50,49,51.90445491876304,3,2.9647202780773263,1.9287243634502405,2450,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.839997530019761,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.3935716564603435,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,56.45502224471181,False,1.0,20360710.0,main_ga,double,
18,31,52.755873686058955,1,0.8329597333800446,0.15907268580985712,558,False,198.87135202918375,0.0,0.0,0.7218564751481993,0.2789130186958503,1.0830768353853166,0.6880984952120386,0.2503419972640218,45.0,1440.0,0.4166666666666667,0.0,0.7218564751481988,0.27891301869585045,0.14010424563802268,0.544755383815898,,13.892537665106,132.105692282645,17.849552731148,97.942716705979,288,731,86400.0,kdtree,False,False,57.30644101200773,False,1.0,20360710.0,main_ga,double,
48,46,52.82403168460591,3,3.6735438648020113,2.3898556651832625,2208,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.282313991488068,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.153467259799706,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,57.37459901055469,False,1.0,20360710.0,main_ga,double,
51,49,50.158114591235645,3,2.8777096033292926,4.2215579584989795,2499,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.994908040735677,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.3542353647180425,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,54.70868191718442,False,1.0,20360710.0,main_ga,double,
35,38,52.24556033202411,24,1.648634462767205,2.6568684751001053,1330,False,195.3517251861985,0.0,0.0,0.9880110959112332,0.8708342833257338,2.6054919060647515,0.9794801641586872,0.8495212038303699,25.0,45.0,0.8472222222222222,0.6076388888888888,0.9880110959112332,0.8708342833257339,0.027755539573769125,1.2874996840683306,,15.871045198127,83.284590001751,13.892537665106,95.419400521003,288,731,86400.0,kdtree,False,False,56.79612765797289,False,1.0,20360710.0,main_ga,double,
50,46,52.903867245607756,36,4.9376448643079645,3.8825015299948236,2300,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.454238866089072,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.246913440575368,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,57.45443457155653,False,1.0,20360710.0,main_ga,double,
35,37,54.38552074679416,30,1.4919351756223698,5.542758691518783,1295,False,195.40674399604802,0.0,0.0,0.985569615443077,0.8397030323757415,2.4144389344885235,0.976744186046512,0.8207934336525311,20.0,50.0,0.8854166666666666,0.5972222222222222,0.9855696154430769,0.8397030323757415,0.022077194877367635,1.2254752477095618,,4.0,128.533487709551,5.978507533021,88.914619313326,288,731,86400.0,kdtree,False,False,58.93608807274293,False,1.0,20360710.0,main_ga,double,
32,42,51.20451136072441,18,1.7054576013380829,2.9821306997634855,1344,False,189.65606000152002,0.05555555555555555,0.0,0.9949650402796782,0.9047680118559056,2.6729841161270715,0.9890560875512999,0.8878248974008212,10.0,25.0,0.9444444444444444,0.7118055555555556,0.9949650402796781,0.9047680118559056,0.011968284997371188,1.2956489265100657,,7.957015066042,90.979672457227,4.0,110.683438088624,288,731,86400.0,kdtree,False,False,55.75507868667319,False,1.0,20360710.0,main_ga,double,
35,40,51.331712067262174,18,0.6954412258812462,2.3244962732432106,1400,False,188.30477181182547,0.06944444444444445,0.0,0.9957677838577297,0.8979993160054724,2.7838149794801645,0.986320109439125,0.8796169630642959,15.0,40.0,0.9513888888888888,0.7430555555555556,0.9957677838577297,0.8979993160054723,0.010384935679525061,1.354701510865995,,7.957015066042,124.941275987546,5.978507533021,82.946637070829,288,731,86400.0,kdtree,False,False,55.88227939321095,False,1.0,20360710.0,main_ga,double,
