M,N,total_satellites,distance_from_best,certification_priority,selected_for_search,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,certification_status,best_seed
53,30,1590,259,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
33,48,1584,265,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
36,44,1584,265,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
44,36,1584,265,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
48,33,1584,265,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
51,31,1581,268,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
35,45,1575,274,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
45,35,1575,274,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
32,49,1568,281,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
49,32,1568,281,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
56,28,1568,281,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
54,29,1566,283,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
58,27,1566,283,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
34,46,1564,285,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
46,34,1564,285,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
39,40,1560,289,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
40,39,1560,289,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
52,30,1560,289,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
60,26,1560,289,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
38,41,1558,291,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
41,38,1558,291,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
37,42,1554,295,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
42,37,1554,295,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
33,47,1551,298,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
47,33,1551,298,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
31,50,1550,299,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
50,31,1550,299,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
36,43,1548,301,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
43,36,1548,301,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
35,44,1540,309,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
44,35,1540,309,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
55,28,1540,309,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
57,27,1539,310,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
53,29,1537,312,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
32,48,1536,313,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
48,32,1536,313,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
59,26,1534,315,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
34,45,1530,319,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
45,34,1530,319,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
51,30,1530,319,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
39,39,1521,328,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
