satellite_id,plane_index,satellite_index,inclination_deg,raan_deg,initial_argument_of_latitude_deg,phase_factor,altitude_km
510,11,4,50.331343634531606,102.594136750965,95.86090111700318,28,550.0
511,11,5,50.331343634531606,102.594136750965,103.68698807352493,28,550.0
512,11,6,50.331343634531606,102.594136750965,111.51307503004666,28,550.0
513,11,7,50.331343634531606,102.594136750965,119.33916198656839,28,550.0
514,11,8,50.331343634531606,102.594136750965,127.16524894309015,28,550.0
515,11,9,50.331343634531606,102.594136750965,134.99133589961187,28,550.0
516,11,10,50.331343634531606,102.594136750965,142.81742285613362,28,550.0
517,11,11,50.331343634531606,102.594136750965,150.64350981265534,28,550.0
518,11,12,50.331343634531606,102.594136750965,158.4695967691771,28,550.0
519,11,13,50.331343634531606,102.594136750965,166.29568372569886,28,550.0
520,11,14,50.331343634531606,102.594136750965,174.12177068222056,28,550.0
521,11,15,50.331343634531606,102.594136750965,181.94785763874233,28,550.0
522,11,16,50.331343634531606,102.594136750965,189.77394459526403,28,550.0
523,11,17,50.331343634531606,102.594136750965,197.6000315517858,28,550.0
524,11,18,50.331343634531606,102.594136750965,205.4261185083075,28,550.0
525,11,19,50.331343634531606,102.594136750965,213.25220546482927,28,550.0
526,11,20,50.331343634531606,102.594136750965,221.07829242135102,28,550.0
527,11,21,50.331343634531606,102.594136750965,228.90437937787274,28,550.0
528,11,22,50.331343634531606,102.594136750965,236.73046633439446,28,550.0
529,11,23,50.331343634531606,102.594136750965,244.5565532909162,28,550.0
530,11,24,50.331343634531606,102.594136750965,252.38264024743796,28,550.0
531,11,25,50.331343634531606,102.594136750965,260.2087272039597,28,550.0
532,11,26,50.331343634531606,102.594136750965,268.03481416048146,28,550.0
533,11,27,50.331343634531606,102.594136750965,275.86090111700315,28,550.0
534,11,28,50.331343634531606,102.594136750965,283.6869880735249,28,550.0
535,11,29,50.331343634531606,102.594136750965,291.5130750300467,28,550.0
536,11,30,50.331343634531606,102.594136750965,299.33916198656846,28,550.0
537,11,31,50.331343634531606,102.594136750965,307.16524894309015,28,550.0
538,11,32,50.331343634531606,102.594136750965,314.9913358996119,28,550.0
539,11,33,50.331343634531606,102.594136750965,322.81742285613365,28,550.0
540,11,34,50.331343634531606,102.594136750965,330.64350981265545,28,550.0
541,11,35,50.331343634531606,102.594136750965,338.46959676917714,28,550.0
542,11,36,50.331343634531606,102.594136750965,346.29568372569884,28,550.0
543,11,37,50.331343634531606,102.594136750965,354.12177068222064,28,550.0
544,11,38,50.331343634531606,102.594136750965,1.9478576387423345,28,550.0
545,11,39,50.331343634531606,102.594136750965,9.773944595264084,28,550.0
546,11,40,50.331343634531606,102.594136750965,17.600031551785833,28,550.0
547,11,41,50.331343634531606,102.594136750965,25.42611850830758,28,550.0
548,11,42,50.331343634531606,102.594136750965,33.25220546482933,28,550.0
549,11,43,50.331343634531606,102.594136750965,41.07829242135102,28,550.0
550,11,44,50.331343634531606,102.594136750965,48.904379377872715,28,550.0
551,11,45,50.331343634531606,102.594136750965,56.73046633439458,28,550.0
552,12,0,50.331343634531606,111.594136750965,70.03481416048145,28,550.0
